Date,Time,CO2_room,Relative_humidity_room,Lighting_room,Meteo_Rain,Meteo_Sun_dusk,Meteo_Wind,Meteo_Sun_light_in_west_facade,Meteo_Sun_light_in_east_facade,Meteo_Sun_light_in_south_facade,Meteo_Sun_light_in_north_facade,Meteo_Sun_irradiance,Outdoor_relative_humidity_Sensor,Day_of_the_week,Occupancy 1,Occupancy 2,Occupancy 3,Indoor_temperature_room,humidity,outside temp,Datetime,Predicted_Satisfaction
12/04/2012,14:15,193.5719542,45.5975844,79.80753869,0.5,622.3085769,5.508742144,0,82180.8,9253.89,40440.5,751.605,24.38211787,4,0,1,0,24.49377767,46.05209535,23.22038219,2012-04-12 14:15:00,85.8859287730001
12/04/2012,14:30,193.6916226,45.13095193,65.14114205,1.0,622.3337811,5.166498796,0,87359.5,8981.5,35590.1,724.651,24.10209592,4,0,1,0,24.61814108,44.33573527,22.75192139,2012-04-12 14:30:00,85.69850694380007
12/04/2012,14:45,194.0505145,41.05064291,53.75800152,1.0,621.8220693,3.881713526,0,91903.3,8974.34,31982.9,701.44,27.11072453,4,0,1,0,24.49097368,44.72555544,22.96330889,2012-04-12 14:45:00,84.93876933660003
12/04/2012,15:00,193.9152966,40.78383611,48.27482135,1.0,622.2835915,4.564903706,0,87126.0,7899.14,25058.0,623.445,18.62883967,4,0,1,0,23.87319505,42.84760109,22.55747641,2012-04-12 15:00:00,85.69365862420011
12/04/2012,15:15,193.6155865,42.03972819,40.70818052,1.0,621.47464,5.024742499,0,81723.4,7483.39,20313.4,556.693,21.24060024,4,1,0,0,24.5103504,43.27577716,23.96712719,2012-04-12 15:15:00,85.36296742500006
12/04/2012,15:30,193.2738402,40.10741403,37.01090897,1.0,620.8192764,4.702910573,0,72015.2,6730.75,16247.5,470.011,17.52749326,4,1,0,0,24.81732022,42.10547698,22.85948508,2012-04-12 15:30:00,83.69985935890004
12/04/2012,15:45,193.6826438,40.91563238,33.2322858,1.0,621.1236526,4.035971247,0,86753.3,7497.73,15136.1,523.861,19.4935105,4,1,0,0,24.74961948,42.20193377,23.36600648,2012-04-12 15:45:00,84.52018442210003
12/04/2012,16:00,193.3686205,38.50513226,28.8185512,1.0,620.802337,4.471799426,0,81029.8,7010.3,12648.4,456.501,21.3695693,4,1,0,0,24.6858704,41.19883931,24.27690733,2012-04-12 16:00:00,81.56981997139988
12/04/2012,16:15,193.7436133,39.43036077,23.45956415,1.0,620.0868373,4.517033667,0,80571.1,7397.38,11558.2,421.419,23.5077929,4,1,0,0,24.40314363,41.62748396,22.98798981,2012-04-12 16:15:00,81.10947871380004
12/04/2012,16:30,193.9152196,38.25934124,23.20721273,1.0,620.7897199,5.344975267,0,78230.9,7454.72,10356.7,370.859,21.7895738,4,1,0,0,24.31970462,40.62120016,23.90678821,2012-04-12 16:30:00,74.13464186569996
12/04/2012,16:45,193.3315052,37.06825366,24.04795299,0.5,619.4495939,4.139731324,0,74424.3,7325.7,9268.22,315.104,19.96713505,4,1,0,0,24.29101275,39.7045483,23.96409727,2012-04-12 16:45:00,75.78530609659998
12/04/2012,17:00,194.3216867,36.77076429,23.33595839,0.0,619.2668154,4.170200831,0,70038.9,7254.02,8436.74,261.675,24.2696192,4,1,0,0,24.77132735,39.2377297,23.0230366,2012-04-12 17:00:00,79.10628169689996
12/04/2012,17:15,193.2324117,38.09180633,23.05045419,0.0,619.5713617,4.555186257,0,64763.2,6587.39,7332.86,209.621,20.77373329,4,1,0,0,25.15216144,40.93171677,23.84484723,2012-04-12 17:15:00,78.15487059399995
12/04/2012,17:30,193.0199605,36.86936427,23.39094655,0.0,618.3769185,4.769855599,0,10005.8,3641.34,3411.97,88.3853,21.93935753,4,1,0,0,25.12781137,38.99405212,23.40849308,2012-04-12 17:30:00,78.93698762489996
12/04/2012,17:45,192.9745051,37.0477358,23.00256162,0.0,617.5751978,3.805510224,0,3189.76,2609.15,2229.25,32.284,21.55002009,4,1,0,0,24.84727232,39.03896292,22.92950635,2012-04-12 17:45:00,78.96118155489995
12/04/2012,18:00,192.7294979,37.72236571,22.55812629,0.0,617.9769022,4.424003855,0,2523.14,1992.7,1748.99,23.768,26.36029904,4,1,0,0,24.28340909,40.13465232,23.69623003,2012-04-12 18:00:00,74.68444442859995
12/04/2012,18:15,192.594789,38.09952303,24.0525713,0.0,617.4038505,4.321789377,0,1892.35,1369.09,1297.41,14.6067,22.76333998,4,1,0,0,24.28557065,40.34514276,24.43310717,2012-04-12 18:15:00,73.35110308839992
12/04/2012,18:30,191.8272088,38.91554693,21.1802174,0.0,617.0533062,3.782377192,0,609.28,71.68,0.0,4.03333,23.48039228,4,1,0,0,24.73155344,40.58855562,23.67108264,2012-04-12 18:30:00,80.45455668889993
12/04/2012,18:45,192.8422941,37.31678858,13.92987052,0.0,457.8832315,3.121379683,0,0.0,0.0,0.0,-3.552,28.44925656,4,1,0,0,24.97100595,40.44487951,22.81667878,2012-04-12 18:45:00,78.32011834099995
12/04/2012,19:00,192.785041,38.55715477,13.80424136,0.0,55.68243447,3.083219468,0,0.0,0.0,0.0,-3.96933,28.7478437,4,1,0,0,24.28859199,39.49467412,22.92049303,2012-04-12 19:00:00,74.22930760559996
12/04/2012,19:15,192.7953927,38.58789518,13.67195791,0.0,2.586037397,4.016744346,0,0.0,0.0,0.0,-3.904,29.88096729,4,1,0,0,24.23529299,44.70324843,22.06301357,2012-04-12 19:15:00,74.04059582779995
12/04/2012,19:30,192.513621,38.10988628,13.18289306,0.0,0.76925121,3.983464574,0,0.0,0.0,0.0,-3.96933,27.33242685,4,1,0,0,24.01188014,42.78126595,21.02657078,2012-04-12 19:30:00,74.68270754640001
12/04/2012,19:45,193.2527107,37.032208,13.73533505,0.0,1.476275577,3.67618999,0,0.0,0.0,0.0,-4.03467,28.03150121,4,1,0,0,24.12133281,44.31359372,21.07287927,2012-04-12 19:45:00,76.24505414739997
12/04/2012,20:00,194.0265509,36.71402737,13.11877242,0.0,1.157282358,2.849563049,0,0.0,0.0,0.0,-3.96933,31.8738461,4,1,0,0,24.62821686,45.35076049,21.38129679,2012-04-12 20:00:00,79.18505148719997
12/04/2012,20:15,193.3948014,37.88450977,12.44634483,0.0,1.139553622,2.447691469,0,0.0,0.0,0.0,-4.03467,32.16983391,4,1,0,0,24.34276173,41.27385651,20.96122448,2012-04-12 20:15:00,74.58988604379999
12/04/2012,20:30,192.3721193,38.48371423,13.32308568,0.0,0.870250487,2.901686538,0,0.0,0.0,0.0,-3.904,32.90206752,4,1,0,0,23.54882586,46.50239151,21.4285799,2012-04-12 20:30:00,80.06117695179998
12/04/2012,20:45,191.97262,38.61481646,13.4427157,0.0,1.170512571,2.765874293,0,0.0,0.0,0.0,-4.16467,33.08927375,4,1,0,0,24.35255399,39.98596622,21.07793948,2012-04-12 20:45:00,72.6311814879999
12/04/2012,21:00,192.776747,35.03621372,13.32835285,0.0,0.719348016,2.43485059,0,0.0,0.0,0.0,-3.904,35.21450799,4,1,0,0,23.5478188,44.169515,21.49427107,2012-04-12 21:00:00,94.63229761880001
12/04/2012,21:15,192.6897572,33.35720773,13.47707642,0.0,1.167239825,1.842862316,0,0.0,0.0,0.0,-3.904,32.38840702,4,1,0,0,23.50092906,45.74642075,20.9125653,2012-04-12 21:15:00,92.96412927259999
12/04/2012,21:30,192.5771735,37.71023599,13.46468707,0.0,0.68263222,1.767781957,0,0.0,0.0,0.0,-3.96933,35.9430872,4,1,0,0,23.89643784,41.03777268,21.52736641,2012-04-12 21:30:00,76.49164873390004
12/04/2012,21:45,192.0600934,38.29730213,13.01052725,0.0,0.76437385,1.607151152,0,0.0,0.0,0.0,-4.03467,34.63621756,4,1,0,0,24.12035057,46.79123359,21.8249513,2012-04-12 21:45:00,74.55972756059991
12/04/2012,22:00,192.7837068,38.36785356,12.96002408,0.0,1.342891255,2.004186788,0,0.0,0.0,0.0,-3.904,38.29835059,4,1,0,0,23.87774341,47.41732172,20.04336341,2012-04-12 22:00:00,75.65644211020002
12/04/2012,22:15,193.2344294,37.52964113,13.34696957,0.0,1.187556271,1.584490831,0,0.0,0.0,0.0,-3.83867,36.6925365,4,1,0,0,23.22067122,39.97800145,21.44371422,2012-04-12 22:15:00,91.7466625442
12/04/2012,22:30,192.6919771,37.05639774,12.95725243,0.0,0.859097336,1.19806608,0,0.0,0.0,0.0,-3.83867,38.68736731,4,1,0,0,23.79066371,46.5309369,20.57029603,2012-04-12 22:30:00,80.85687081130003
12/04/2012,22:45,193.0838667,35.55143165,13.33922684,0.0,1.559000887,1.751479091,0,0.0,0.0,0.0,-3.96933,40.73569445,4,1,0,0,23.75542726,48.13643166,20.42644229,2012-04-12 22:45:00,92.21089777440002
12/04/2012,23:00,193.21185,37.56742906,12.85661099,0.0,1.573543244,2.041076256,0,0.0,0.0,0.0,-3.83867,42.01253512,4,1,0,0,23.07797461,41.53948292,20.412233235,2012-04-12 23:00:00,89.60329712859998
12/04/2012,23:15,192.5721699,36.01051298,14.20741996,0.0,1.062295199,2.261712504,0,0.0,0.0,0.0,-3.77333,40.86740082,4,1,0,0,23.47674464,40.91635898,20.39802418,2012-04-12 23:15:00,81.71877577969995
12/04/2012,23:30,192.0370881,36.02729351,14.02692956,0.0,1.019452759,2.136754986,0,0.0,0.0,0.0,-3.64267,37.91131624,4,1,0,0,23.28008802,41.60434361,19.78052708,2012-04-12 23:30:00,81.914806867
12/04/2012,23:45,192.0624457,39.08208195,13.85387544,0.0,1.1348955,2.21085428,0,0.0,0.0,0.0,-3.83867,43.36687736,4,1,0,0,23.30361533,42.70412229,19.67620109,2012-04-12 23:45:00,79.49373941820001
