Date,Time,CO2_room,Relative_humidity_room,Lighting_room,Meteo_Rain,Meteo_Sun_dusk,Meteo_Wind,Meteo_Sun_light_in_west_facade,Meteo_Sun_light_in_east_facade,Meteo_Sun_light_in_south_facade,Meteo_Sun_light_in_north_facade,Meteo_Sun_irradiance,Outdoor_relative_humidity_Sensor,Day_of_the_week,Occupancy 1,Occupancy 2,Occupancy 3,Indoor_temperature_room,Humidity,Outside temp,Satisfaction,Datetime
13/03/2012,17:30,216.299,37.712,23.2253,0.0,615.957,1.08867,0,3024.9,2229.25,2042.88,24.6653,45.8293,2.0,1,0,0,24.0213,37.712,20.31,80.75714631,2012-03-13 17:30:00
13/03/2012,17:45,216.768,37.748,23.2427,0.0,615.36,0.844667,0,2207.74,1576.96,1512.45,15.57,47.0693,2.0,1,0,0,24.1413,37.748,20.23,79.78663431,2012-03-13 17:45:00
13/03/2012,18:00,217.088,37.8373,21.4213,0.0,614.592,1.442,0,1017.86,222.208,293.888,5.00933,49.5467,2.0,1,0,0,24.268,37.8373,20.23,78.743501,2012-03-13 18:00:00
13/03/2012,18:15,215.616,38.2173,13.362,0.0,585.984,0.969333,0,0.0,0.0,0.0,-2.93933,52.2027,2.0,1,0,0,24.38,38.2173,20.21,56.349925,2012-03-13 18:15:00
13/03/2012,18:30,216.107,39.356,13.1027,0.0,150.851,0.798667,0,0.0,0.0,0.0,-3.904,53.8053,2.0,1,0,0,24.0707,39.356,20.21,60.48560151,2012-03-13 18:30:00
13/03/2012,18:45,215.477,40.1587,13.6067,0.0,4.60667,0.228,0,0.0,0.0,0.0,-3.708,54.928,2.0,1,0,0,23.588,40.1587,20.18,66.313931,2012-03-13 18:45:00
13/03/2012,19:00,214.987,40.752,13.0213,0.0,0.782,0.324,0,0.0,0.0,0.0,-3.64267,55.752,2.0,1,0,0,23.2867,40.752,20.07,69.73880311,2012-03-13 19:00:00
13/03/2012,19:15,215.115,41.2507,13.5413,0.0,0.65,0.716,0,0.0,0.0,0.0,-3.708,56.0213,2.0,1,0,0,23.032,41.2507,20.02,72.491651,2012-03-13 19:15:00
13/03/2012,19:30,216.0,41.616,12.7773,0.0,0.65,0.110667,0,0.0,0.0,0.0,-3.904,56.584,2.0,1,0,0,22.7747,41.616,20.01,75.10623991,2012-03-13 19:30:00
13/03/2012,19:45,214.901,42.0027,13.3787,0.0,0.65,0.661333,0,0.0,0.0,0.0,-3.57733,57.5387,2.0,1,0,0,22.5533,42.0027,19.9,77.26813411,2012-03-13 19:45:00
13/03/2012,20:00,214.549,42.4373,13.0213,0.0,0.65,0.615333,0,0.0,0.0,0.0,-3.64267,57.9147,2.0,1,0,0,22.352,42.4373,19.85,79.169421,2012-03-13 20:00:00
13/03/2012,20:15,213.888,42.6267,13.0213,0.0,0.65,0.458667,0,0.0,0.0,0.0,-3.64267,57.5893,2.0,1,0,0,22.1227,42.6267,19.76,81.16001971,2012-03-13 20:15:00
13/03/2012,20:30,213.675,42.7493,13.2153,0.0,0.65,0.132,0,0.0,0.0,0.0,-3.64267,57.1467,2.0,1,0,0,21.9347,42.7493,19.68,82.70546091,2012-03-13 20:30:00
13/03/2012,20:45,214.123,42.808,13.2653,0.0,0.65,0.119333,0,0.0,0.0,0.0,-3.512,57.1653,2.0,1,0,0,21.7133,42.808,19.58,84.41340311,2012-03-13 20:45:00
13/03/2012,21:00,214.304,42.8533,12.5813,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.38133,57.1813,2.0,1,0,0,21.5373,42.8533,19.54,85.70083371,2012-03-13 21:00:00
13/03/2012,21:15,215.275,42.856,13.1827,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.57733,57.2453,2.0,1,0,0,21.348,42.856,19.44,87.004896,2012-03-13 21:15:00
13/03/2012,21:30,216.832,42.9227,12.8587,0.0,0.694,0.0,0,0.0,0.0,0.0,-3.38133,57.3653,2.0,1,0,0,21.148,42.9227,19.34,88.320771,2012-03-13 21:30:00
13/03/2012,21:45,217.867,42.9413,12.8587,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.44667,57.5253,2.0,1,0,0,20.9813,42.9413,19.24,89.34717531,2012-03-13 21:45:00
13/03/2012,22:00,218.891,43.016,12.94,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.512,57.712,2.0,1,0,0,20.8107,43.016,19.11,90.35396551,2012-03-13 22:00:00
13/03/2012,22:15,219.68,43.0853,13.1833,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.44667,57.896,2.0,1,0,0,20.66,43.0853,18.94,91.195725,2012-03-13 22:15:00
13/03/2012,22:30,219.744,43.1307,13.1027,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.44667,58.0133,2.0,1,0,0,20.4753,43.1307,18.81,92.15556491,2012-03-13 22:30:00
13/03/2012,22:45,219.627,43.1813,13.184,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.38133,57.928,2.0,1,0,0,20.3147,43.1813,18.71,92.93748891,2012-03-13 22:45:00
13/03/2012,23:00,219.797,43.24,12.94,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.512,58.048,2.0,1,0,0,20.164,43.24,18.6,96.955104,2012-03-13 23:00:00
13/03/2012,23:15,221.461,43.2427,14.4027,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.44667,58.0107,2.0,1,0,0,19.9967,43.2427,18.45,97.31726411,2012-03-13 23:15:00
13/03/2012,23:30,221.931,43.248,13.428,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.316,57.864,2.0,1,0,0,19.846,43.248,18.27,97.596284,2012-03-13 23:30:00
13/03/2012,23:45,223.499,43.2293,13.184,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.18533,57.7173,2.0,1,0,0,19.6773,43.2293,18.07,97.84858971,2012-03-13 23:45:00
14/03/2012,00:00,223.381,43.1573,13.0207,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.25067,57.5627,2.06667,1,0,0,19.526,43.1573,17.85,98.012649,2012-03-14 00:00:00
14/03/2012,00:15,223.637,43.16,13.5413,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.316,57.472,3.0,1,0,0,19.3733,43.16,17.63,98.15064711,2012-03-14 00:15:00
14/03/2012,00:30,225.131,43.152,13.1027,0.0,0.738,0.0,0,0.0,0.0,0.0,-3.44667,57.7253,3.0,1,0,0,19.2087,43.152,17.45,98.24444431,2012-03-14 00:30:00
14/03/2012,00:45,227.509,43.1573,13.2653,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.44667,58.3413,3.0,1,0,0,19.0527,43.1573,17.24,98.28654771,2012-03-14 00:45:00
14/03/2012,01:00,226.208,43.24,12.4353,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.18533,58.496,3.0,1,0,0,18.8973,43.24,17.15,98.29945271,2012-03-14 01:00:00
14/03/2012,01:15,226.091,43.2613,13.6387,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.18533,58.1013,3.0,1,0,0,18.734,43.2613,17.02,98.244569,2012-03-14 01:15:00
14/03/2012,01:30,225.301,43.2187,13.2,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.18533,57.44,3.0,1,0,0,18.5833,43.2187,16.8,98.13103611,2012-03-14 01:30:00
14/03/2012,01:45,225.237,43.1653,13.428,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.38133,57.5707,3.0,1,0,0,18.4167,43.1653,16.73,97.95108611,2012-03-14 01:45:00
14/03/2012,02:00,226.56,43.16,13.1993,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.316,57.4293,3.0,1,0,0,18.2727,43.16,16.59,97.76103471,2012-03-14 02:00:00
14/03/2012,02:15,227.211,43.16,13.5093,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.12,57.3867,3.0,1,0,0,18.0973,43.16,16.47,97.47513271,2012-03-14 02:15:00
14/03/2012,02:30,225.6,43.16,13.184,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.316,57.3787,3.0,1,0,0,17.9533,43.16,16.31,97.19441911,2012-03-14 02:30:00
14/03/2012,02:45,225.355,43.176,13.8013,0.0,0.694,0.0,0,0.0,0.0,0.0,-3.12,57.3493,3.0,1,0,0,17.8173,43.176,16.19,96.89522071,2012-03-14 02:45:00
14/03/2012,03:00,222.795,43.1653,13.428,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.18533,56.8533,3.0,1,0,0,17.654,43.1653,16.2,96.479609,2012-03-14 03:00:00
14/03/2012,03:15,220.747,43.104,13.3467,0.0,0.65,0.168,0,0.0,0.0,0.0,-3.18533,56.6053,3.0,1,0,0,17.5153,43.104,16.13,96.07166591,2012-03-14 03:15:00
14/03/2012,03:30,216.928,42.872,13.3467,0.0,0.65,0.508,0,0.0,0.0,0.0,-3.10733,56.2693,3.0,1,0,0,17.3267,42.872,16.14,95.41806711,2012-03-14 03:30:00
14/03/2012,03:45,217.216,42.8507,13.2653,0.0,0.65,0.0413333,0,0.0,0.0,0.0,-3.25067,56.0453,3.0,1,0,0,17.1553,42.8507,16.08,94.80975691,2012-03-14 03:45:00
14/03/2012,04:00,215.957,42.8933,13.428,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.12,55.984,3.0,1,0,0,17.0253,42.8933,16.1,94.32388491,2012-03-14 04:00:00
14/03/2012,04:15,215.392,42.856,13.428,0.0,0.65,0.230667,0,0.0,0.0,0.0,-3.18533,56.0373,3.0,1,0,0,16.894,42.856,16.09,93.778764,2012-03-14 04:15:00
14/03/2012,04:30,213.781,42.752,13.1027,0.0,0.65,0.663333,0,0.0,0.0,0.0,-3.17267,56.0667,3.0,1,0,0,16.7433,42.752,15.98,93.09530511,2012-03-14 04:30:00
14/03/2012,04:45,213.419,42.648,12.7607,0.0,0.65,1.298,0,0.0,0.0,0.0,-3.25067,56.1867,3.0,1,0,0,16.608,42.648,15.99,92.440336,2012-03-14 04:45:00
14/03/2012,05:00,212.672,42.672,13.2653,0.0,0.65,0.706,0,0.0,0.0,0.0,-3.25067,56.104,3.0,1,0,0,16.4307,42.672,15.96,91.56669751,2012-03-14 05:00:00
14/03/2012,05:15,212.992,42.776,13.428,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.12,56.0907,3.0,1,0,0,16.2933,42.776,16.0,90.86777511,2012-03-14 05:15:00
14/03/2012,05:30,213.856,42.8667,13.3467,0.0,0.782,0.0,0,0.0,0.0,0.0,-3.12,56.4747,3.0,1,0,0,16.174,42.8667,15.93,90.230399,2012-03-14 05:30:00
14/03/2012,05:45,214.005,42.9387,13.3467,0.0,2.54133,0.0,0,0.0,0.0,0.0,-3.18533,57.0773,3.0,1,0,0,16.036,42.9387,15.93,89.449379,2012-03-14 05:45:00
14/03/2012,06:00,214.229,42.9787,13.672,0.0,66.166,0.0,0,0.0,0.0,0.0,-3.18533,56.8853,3.0,1,0,0,15.9227,42.9787,16.02,88.77489971,2012-03-14 06:00:00
14/03/2012,06:15,214.197,43.016,13.8507,0.0,499.723,0.0,0,0.0,0.0,0.0,-2.19667,56.9093,3.0,1,0,0,15.8607,43.016,16.05,88.39879551,2012-03-14 06:15:00
14/03/2012,06:30,214.496,43.0747,19.6253,0.0,611.84,0.0,0,150.528,2042.88,738.304,6.454,56.9573,3.0,1,0,0,15.74,43.0747,16.1,87.641075,2012-03-14 06:30:00
14/03/2012,06:45,217.077,43.0853,23.44,0.0,612.651,0.0,0,4107.26,22017.0,7059.8,32.7267,57.088,3.0,1,0,0,15.6427,43.0853,16.15,86.99986171,2012-03-14 06:45:00
14/03/2012,07:00,219.68,43.0507,23.44,0.0,614.507,0.0,0,7877.63,43632.0,16936.3,72.7547,56.8347,3.0,1,0,0,15.5307,43.0507,16.24,86.22663251,2012-03-14 07:00:00
14/03/2012,07:15,218.187,42.904,23.5507,0.0,616.085,0.127333,0,9734.14,54998.4,26204.8,116.608,56.12,3.0,1,0,0,15.4753,42.904,16.32,77.75308991,2012-03-14 07:15:00
14/03/2012,07:30,217.739,42.84,23.44,0.0,617.408,0.0,0,11285.8,62906.4,35655.7,164.304,55.3573,3.0,1,0,0,15.3773,42.84,16.4,76.84064471,2012-03-14 07:30:00
14/03/2012,07:45,216.928,42.064,26.528,0.0,618.773,0.0,0,12533.8,69208.7,44455.3,214.869,54.4987,3.0,0,0,0,15.6793,42.064,16.49,100.0,2012-03-14 07:45:00
14/03/2012,08:00,218.464,41.116,38.3507,0.0,619.413,0.0,0,13487.4,72149.7,51937.3,264.331,53.9627,3.0,0,0,0,16.2273,41.116,16.62,100.0,2012-03-14 08:00:00
14/03/2012,08:15,218.475,40.5907,49.1547,0.0,620.139,0.0,0,14361.3,74227.7,59392.0,313.227,54.224,3.0,0,0,0,16.6473,40.5907,16.65,100.0,2012-03-14 08:15:00
14/03/2012,08:30,219.392,40.2613,65.44,0.0,620.821,0.0,0,15451.5,75502.9,67114.3,361.685,55.1733,3.0,0,0,0,17.0253,40.2613,16.82,100.0,2012-03-14 08:30:00
14/03/2012,08:45,219.531,39.98,83.0133,0.0,621.547,0.0,0,17179.3,75882.5,73408.5,406.677,56.2373,3.0,0,0,0,17.3987,39.98,16.91,100.0,2012-03-14 08:45:00
14/03/2012,09:00,220.523,39.62,107.493,0.0,622.357,0.0,0,18683.9,76455.9,79055.5,449.92,56.9333,3.0,0,0,0,17.7927,39.62,17.01,100.0,2012-03-14 09:00:00
14/03/2012,09:15,220.779,39.2147,112.56,0.0,622.656,0.192,0,17724.8,78654.1,84863.7,495.829,56.792,3.0,0,0,0,18.2633,39.2147,17.16,100.0,2012-03-14 09:15:00
14/03/2012,09:30,233.909,38.5987,128.923,0.0,623.083,0.174,0,15824.9,75707.7,89205.4,533.163,55.752,3.0,0,0,0,18.712,38.5987,17.29,100.0,2012-03-14 09:30:00
14/03/2012,09:45,230.624,37.8773,140.64,0.0,623.211,0.440667,0,14361.9,72237.1,93743.8,574.272,55.08,3.0,0,0,0,19.2667,37.8773,17.46,100.0,2012-03-14 09:45:00
14/03/2012,10:00,228.32,37.096,142.944,0.0,624.32,0.764667,0,13043.0,67125.2,95660.7,612.971,54.1627,3.0,0,0,0,19.8067,37.096,17.56,100.0,2012-03-14 10:00:00
14/03/2012,10:15,228.448,36.3373,143.2,0.0,624.32,0.392,0,11896.1,58480.0,95649.8,641.6,53.416,3.0,0,0,0,20.3413,36.3373,17.7,100.0,2012-03-14 10:15:00
14/03/2012,10:30,262.859,36.7587,128.155,0.0,624.32,0.909333,0,11179.3,48507.6,95584.3,667.733,52.92,3.0,0,0,0,20.8453,36.7587,17.87,100.0,2012-03-14 10:30:00
14/03/2012,10:45,396.096,39.972,113.429,0.0,623.979,1.20267,0,10685.4,36554.1,95518.7,692.011,52.8747,3.0,0,0,0,21.452,39.972,18.04,100.0,2012-03-14 10:45:00
14/03/2012,11:00,436.309,40.688,114.24,0.0,623.467,1.49733,0,10157.1,25960.4,95475.0,718.251,52.696,3.0,0,0,0,21.788,40.688,18.18,100.0,2012-03-14 11:00:00
14/03/2012,11:15,448.469,41.2693,112.64,0.0,623.04,1.868,0,9640.96,19033.4,95425.9,741.12,52.0427,3.0,0,0,0,21.836,41.2693,18.35,100.0,2012-03-14 11:15:00
14/03/2012,11:30,301.28,39.4267,142.56,0.0,623.04,1.93467,0,9411.58,15601.0,95431.3,754.987,52.0773,3.0,0,0,0,21.6173,39.4267,18.49,100.0,2012-03-14 11:30:00
14/03/2012,11:45,265.952,40.624,141.68,0.0,622.656,2.028,0,9777.15,13444.4,95382.2,763.52,52.4213,3.0,0,0,0,21.424,40.624,18.7,100.0,2012-03-14 11:45:00
14/03/2012,12:00,310.432,41.4853,139.797,0.0,622.4,1.992,0,11366.1,11158.2,95354.9,771.627,52.688,3.0,0,0,0,21.6,41.4853,18.92,100.0,2012-03-14 12:00:00
14/03/2012,12:15,384.448,41.824,123.637,0.0,622.144,2.25667,0,14368.8,10135.6,95311.2,776.619,53.16,3.0,0,0,0,21.8587,41.824,19.13,100.0,2012-03-14 12:15:00
14/03/2012,12:30,472.277,42.1573,116.672,0.0,622.229,1.81,0,18976.8,10092.5,95344.0,775.253,53.3893,3.0,0,0,0,22.0573,42.1573,19.26,100.0,2012-03-14 12:30:00
14/03/2012,12:45,475.051,42.6587,112.496,0.0,622.4,2.034,0,26528.4,9640.96,95354.9,771.456,53.2213,3.0,0,0,0,22.1907,42.6587,19.46,100.0,2012-03-14 12:45:00
14/03/2012,13:00,472.363,43.472,112.496,0.0,622.101,1.952,0,37169.8,9017.34,95278.4,762.795,53.2027,3.0,0,0,0,22.34,43.472,19.68,100.0,2012-03-14 13:00:00
14/03/2012,13:15,438.592,43.312,112.411,0.0,621.76,1.90133,0,49610.8,8759.3,95300.3,749.952,53.112,3.0,0,0,0,22.4707,43.312,19.85,100.0,2012-03-14 13:15:00
14/03/2012,13:30,445.824,43.472,112.581,0.0,621.461,2.008,0,62794.4,8902.66,95163.7,731.392,53.008,3.0,0,0,0,22.62,43.472,19.98,100.0,2012-03-14 13:30:00
14/03/2012,13:45,421.611,43.6587,94.976,0.0,620.48,2.08933,0,72485.5,8967.17,91799.6,712.491,52.6907,3.0,0,0,0,22.624,43.6587,20.09,100.0,2012-03-14 13:45:00
14/03/2012,14:00,356.352,43.6027,82.88,0.0,620.48,1.63933,0,81002.5,9053.18,86911.7,686.507,52.288,3.0,0,0,0,22.692,43.6027,20.3,100.0,2012-03-14 14:00:00
14/03/2012,14:15,306.848,43.3333,82.8,0.0,620.352,1.872,0,88124.1,9218.05,81589.6,657.472,51.784,3.0,0,0,0,22.7347,43.3333,20.4,100.0,2012-03-14 14:15:00
14/03/2012,14:30,297.813,43.2533,62.1467,0.0,619.84,1.82067,0,91045.9,9447.42,75524.8,627.84,50.8,3.0,0,0,0,22.78,43.2533,20.57,100.0,2012-03-14 14:30:00
14/03/2012,14:45,276.523,43.1067,52.5893,0.0,619.84,1.96067,0,93498.0,9784.32,68381.4,594.283,49.4987,3.0,0,0,0,22.816,43.1067,20.71,100.0,2012-03-14 14:45:00
14/03/2012,15:00,260.256,43.0213,45.0453,0.0,619.328,1.782,0,93066.6,9992.19,60907.5,558.443,48.1893,3.0,0,0,0,22.8213,43.0213,20.76,100.0,2012-03-14 15:00:00
14/03/2012,15:15,248.853,42.8987,39.6987,0.0,619.2,2.03067,0,91258.9,9612.29,52974.9,518.827,46.432,3.0,0,0,0,22.808,42.8987,20.85,100.0,2012-03-14 15:15:00
14/03/2012,15:30,243.765,42.624,32.0533,0.0,618.816,1.84467,0,92160.0,8673.28,44761.1,476.373,45.1947,3.0,0,0,0,22.776,42.624,20.92,100.0,2012-03-14 15:30:00
14/03/2012,15:45,237.589,42.224,22.604,0.0,618.603,2.00933,0,91930.6,7985.15,36319.2,431.253,44.3787,3.0,0,0,0,22.7347,42.224,20.94,100.0,2012-03-14 15:45:00
14/03/2012,16:00,233.12,41.952,23.388,0.0,618.56,1.56,0,88861.4,7533.57,27955.2,383.637,44.2373,3.0,0,0,0,22.6907,41.952,21.03,100.0,2012-03-14 16:00:00
14/03/2012,16:15,229.899,41.664,22.9467,0.0,618.56,1.636,0,88479.1,7347.2,21349.0,334.421,44.0347,3.0,0,0,0,22.608,41.664,21.14,100.0,2012-03-14 16:15:00
14/03/2012,16:30,226.869,41.5227,23.1093,0.0,618.091,1.498,0,82580.8,7081.98,16311.6,285.024,43.544,3.0,0,0,0,22.5613,41.5227,21.16,100.0,2012-03-14 16:30:00
14/03/2012,16:45,221.515,41.48,22.9813,0.0,617.92,1.782,0,78711.5,6773.76,12907.9,234.805,43.4693,3.0,0,0,0,22.484,41.48,21.21,100.0,2012-03-14 16:45:00
14/03/2012,17:00,219.349,41.0613,23.144,0.0,617.323,1.246,0,70421.2,6207.49,10277.9,184.949,43.048,3.0,0,0,0,22.3867,41.0613,21.22,100.0,2012-03-14 17:00:00
14/03/2012,17:15,217.483,40.8947,22.604,0.0,616.811,1.578,0,48251.2,4652.03,7182.34,116.075,43.36,3.0,0,0,0,22.2987,40.8947,21.17,100.0,2012-03-14 17:15:00
14/03/2012,17:30,215.936,40.776,22.9467,0.0,615.573,1.254,0,2788.35,2386.94,1978.37,24.2627,44.864,3.0,0,0,0,22.1787,40.776,21.18,100.0,2012-03-14 17:30:00
14/03/2012,17:45,214.325,40.9387,22.7027,0.0,614.464,1.41867,0,2085.89,1734.66,1526.78,15.6347,48.3867,3.0,0,0,0,22.064,40.9387,21.21,100.0,2012-03-14 17:45:00
14/03/2012,18:00,212.544,41.44,22.0213,0.0,613.973,0.780667,0,1103.87,473.088,451.584,5.62067,51.8347,3.0,0,0,0,21.952,41.44,21.2,100.0,2012-03-14 18:00:00
14/03/2012,18:15,213.035,42.048,13.46,0.0,585.813,0.650667,0,0.0,0.0,0.0,-2.58867,54.5067,3.0,0,0,0,21.8613,42.048,21.24,100.0,2012-03-14 18:15:00
14/03/2012,18:30,211.371,42.7947,12.8587,0.0,111.133,1.11733,0,0.0,0.0,0.0,-3.64267,56.8587,3.0,0,0,0,21.74,42.7947,21.29,100.0,2012-03-14 18:30:00
14/03/2012,18:45,210.581,43.52,13.1993,0.0,3.772,0.821333,0,0.0,0.0,0.0,-3.708,58.408,3.0,0,0,0,21.624,43.52,21.33,100.0,2012-03-14 18:45:00
14/03/2012,19:00,210.507,44.056,12.94,0.0,0.738,0.563333,0,0.0,0.0,0.0,-3.77333,59.5707,3.0,1,0,0,21.496,44.056,21.37,86.291984,2012-03-14 19:00:00
14/03/2012,19:15,210.187,44.496,13.004,0.0,0.65,0.08,0,0.0,0.0,0.0,-3.77333,60.184,3.0,1,0,0,21.3867,44.496,21.32,87.15426311,2012-03-14 19:15:00
14/03/2012,19:30,210.805,44.944,13.3787,0.0,0.65,0.052,0,0.0,0.0,0.0,-3.512,61.1787,3.0,1,0,0,21.2507,44.944,21.23,88.16894951,2012-03-14 19:30:00
14/03/2012,19:45,211.136,45.056,13.2813,0.0,0.65,0.564,0,0.0,0.0,0.0,-3.512,62.488,3.0,1,0,0,21.1293,45.056,21.19,88.97148151,2012-03-14 19:45:00
14/03/2012,20:00,210.496,45.6667,13.004,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.708,62.7653,3.0,1,0,0,21.028,45.6667,21.14,89.747891,2012-03-14 20:00:00
14/03/2012,20:15,211.723,45.8693,13.0213,0.0,0.65,0.0,0,0.0,0.0,0.0,-3.64267,63.056,3.0,1,0,0,20.896,45.8693,21.09,90.580509,2012-03-14 20:15:00
