Date,Time,CO2_room,Relative_humidity_room,Lighting_room,Meteo_Rain,Meteo_Sun_dusk,Meteo_Wind,Meteo_Sun_light_in_west_facade,Meteo_Sun_light_in_east_facade,Meteo_Sun_light_in_south_facade,Meteo_Sun_light_in_north_facade,Meteo_Sun_irradiance,Outdoor_relative_humidity_Sensor,Day_of_the_week,Occupancy 1,Occupancy 2,Occupancy 3,Indoor_temperature_room,humidity,outside temp,satisfaction,Datetime
4/10/2012,12:30:00,193.579,47.528,122.085,0,622.869,4.28067,0,19202.0,12391.1,72458.2,923.008,30.5293,2.0,0,1,0,22.0427,30.5293,20.67869372,92.27181546,2012-10-04 12:30:00
4/10/2012,12:45:00,193.013,47.2587,113.088,0,622.699,4.51533,0,25819.8,10786.1,69522.8,913.877,28.6827,2.0,0,1,0,22.3547,28.6827,20.93127647,91.99946406,2012-10-04 12:45:00
4/10/2012,13:00:00,192.949,46.904,92.968,0,622.4,4.70733,0,30974.6,8601.6,57657.7,749.461,36.2267,2.0,0,1,0,22.644,36.2267,21.07951587,93.41276417,2012-10-04 13:00:00
4/10/2012,13:15:00,193.376,46.768,109.149,0,622.187,4.22067,0,45617.2,8465.41,60623.5,832.789,34.7493,2.0,0,1,0,22.88,34.7493,21.27500315,93.0837737,2012-10-04 13:15:00
4/10/2012,13:30:00,193.643,45.824,109.485,0,622.357,4.542,0,58641.1,8236.03,55902.2,817.259,32.3253,2.0,0,1,0,23.164,32.3253,21.40646047,92.56208616,2012-10-04 13:30:00
4/10/2012,13:45:00,193.003,45.5013,90.3267,0,622.101,5.194,0,70316.7,8945.66,50242.6,813.707,26.6413,2.0,0,1,0,23.408,26.6413,21.56930529,91.37716236,2012-10-04 13:45:00
4/10/2012,14:00:00,193.013,44.976,70.96,0,621.76,4.57533,0,73444.4,8006.66,42705.6,726.027,26.6653,2.0,0,1,0,23.584,26.6653,21.67119941,91.28686226,2012-10-04 14:00:00
4/10/2012,14:15:00,193.269,44.192,79.4,0,621.675,5.07067,0,82180.8,9253.89,40440.5,751.605,30.0013,2.0,0,1,0,23.8,30.0013,21.84198558,91.71853896,2012-10-04 14:15:00
4/10/2012,14:30:00,192.8,43.6453,65.032,0,621.504,4.888,0,87359.5,8981.5,35590.1,724.651,28.0707,2.0,0,1,0,23.984,28.0707,22.04205564,91.07384629,2012-10-04 14:30:00
4/10/2012,14:45:00,193.301,42.9253,52.96,0,621.291,3.86333,0,91903.3,8974.34,31982.9,701.44,29.568,2.0,0,1,0,24.124,29.568,22.15501772,91.16845056,2012-10-04 14:45:00
4/10/2012,15:00:00,193.557,42.744,48.132,0,621.291,4.23133,0,87126.0,7899.14,25058.0,623.445,24.3973,2.0,0,1,0,24.2653,24.3973,22.31994197,89.89280864,2012-10-04 15:00:00
4/10/2012,15:15:00,193.173,42.376,40.2587,0,620.907,4.632,0,81723.4,7483.39,20313.4,556.693,22.6593,2.0,0,1,0,24.3707,22.6593,22.46462208,89.26478037,2012-10-04 15:15:00
4/10/2012,15:30:00,193.259,41.236,36.156,0,620.011,4.70267,0,72015.2,6730.75,16247.5,470.011,22.2607,2.0,0,1,0,24.4707,22.2607,22.52231366,89.06080209,2012-10-04 15:30:00
4/10/2012,15:45:00,192.907,41.0653,32.5907,0,620.224,3.83533,0,86753.3,7497.73,15136.1,523.861,22.788,2.0,0,1,0,24.536,22.788,22.52019939,89.16449535,2012-10-04 15:45:00
4/10/2012,16:00:00,193.067,40.3253,27.9547,0,619.883,4.082,0,81029.8,7010.3,12648.4,456.501,23.5467,2.0,0,1,0,24.6053,23.5467,22.6163773,89.08049956,2012-10-04 16:00:00
4/10/2012,16:15:00,193.131,39.936,22.848,0,619.84,4.334,0,80571.1,7397.38,11558.2,421.419,23.972,2.0,0,1,0,24.6507,23.972,22.65417593,89.0675265,2012-10-04 16:15:00
4/10/2012,16:30:00,193.216,39.532,22.9467,0,619.84,5.04,0,78230.9,7454.72,10356.7,370.859,23.48,2.0,0,1,0,24.688,23.48,22.68626933,88.89487181,2012-10-04 16:30:00
4/10/2012,16:45:00,193.067,38.6707,23.3067,0,619.413,4.12067,0,74424.3,7325.7,9268.22,315.104,24.7907,2.0,0,1,0,24.724,24.7907,22.77503004,88.91020752,2012-10-04 16:45:00
4/10/2012,17:00:00,193.408,38.6893,22.8653,0,619.2,4.10133,0,70038.9,7254.02,8436.74,261.675,25.6493,2.0,0,1,0,24.732,25.6493,22.79969793,89.00505927,2012-10-04 17:00:00
4/10/2012,17:15:00,192.501,39.3773,22.9467,0,618.901,4.328,0,64763.2,6587.39,7332.86,209.621,26.2773,2.0,0,1,0,24.7347,26.2773,22.81310734,89.08647509,2012-10-04 17:15:00
4/10/2012,17:30:00,192.672,38.54,22.93,0,617.963,4.35067,0,10005.8,3641.34,3411.97,88.3853,25.892,2.0,0,1,0,24.7347,25.892,22.84379377,88.93006839,2012-10-04 17:30:00
4/10/2012,17:45:00,192.832,38.5853,22.488,0,617.28,3.76267,0,3189.76,2609.15,2229.25,32.284,27.3747,2.0,0,1,0,24.7147,27.3747,22.85188007,89.18566141,2012-10-04 17:45:00
4/10/2012,18:00:00,192.405,38.7733,22.552,0,617.109,3.92667,0,2523.14,1992.7,1748.99,23.768,27.5347,2.0,0,1,0,24.684,27.5347,22.80988747,89.33098676,2012-10-04 18:00:00
4/10/2012,18:15:00,192.064,38.9467,23.1267,0,616.725,4.08667,0,1892.35,1369.09,1297.41,14.6067,28.36,2.0,0,1,0,24.64,28.36,22.79264169,89.53232683,2012-10-04 18:15:00
4/10/2012,18:30:00,191.573,39.0267,20.424,0,616.64,3.754,0,609.28,71.68,0.0,4.03333,28.612,2.0,0,1,0,24.584,28.612,22.77709463,81.28991711,2012-10-04 18:30:00
4/10/2012,18:45:00,192.693,38.7013,13.1187,0,457.259,2.66333,0,0.0,0.0,0.0,-3.552,29.812,2.0,0,1,0,24.5093,29.812,22.79267293,81.42647406,2012-10-04 18:45:00
4/10/2012,19:00:00,192.672,38.728,13.0213,0,55.15,2.864,0,0.0,0.0,0.0,-3.96933,30.192,2.0,0,1,0,24.4453,30.192,22.77336175,81.60730585,2012-10-04 19:00:00
4/10/2012,19:15:00,192.64,38.9773,13.1027,0,2.18933,3.96867,0,0.0,0.0,0.0,-3.904,30.764,2.0,0,1,0,24.388,30.764,22.73102705,81.95282785,2012-10-04 19:15:00
4/10/2012,19:30:00,191.904,38.5973,12.6793,0,0.65,3.66733,0,0.0,0.0,0.0,-3.96933,31.4733,2.0,0,1,0,24.2933,31.4733,22.66459266,82.45431421,2012-10-04 19:30:00
4/10/2012,19:45:00,192.629,38.428,12.9393,0,0.826,3.368,0,0.0,0.0,0.0,-4.03467,31.7333,2.0,0,1,0,24.236,31.7333,22.69823748,82.31727341,2012-10-04 19:45:00
4/10/2012,20:00:00,193.109,38.3053,13.1187,0,0.87,2.68467,0,0.0,0.0,0.0,-3.96933,32.36,2.0,0,1,0,24.1627,32.36,22.69570139,82.44884343,2012-10-04 20:00:00
4/10/2012,20:15:00,192.597,38.4707,12.3207,0,1.134,2.43533,0,0.0,0.0,0.0,-4.03467,33.056,2.0,0,1,0,24.1067,33.056,22.65476724,82.80500731,2012-10-04 20:15:00
4/10/2012,20:30:00,191.659,38.5507,13.0213,0,0.87,2.84667,0,0.0,0.0,0.0,-3.904,34.824,2.0,0,1,0,24.024,34.824,22.55937686,83.6526273,2012-10-04 20:30:00
4/10/2012,20:45:00,191.552,38.7547,13.0213,0,0.826,2.57133,0,0.0,0.0,0.0,-4.16467,35.688,2.0,0,1,0,23.9787,35.688,22.47609914,84.2540511,2012-10-04 20:45:00
4/10/2012,21:00:00,192.0,38.944,12.858,0,0.694,2.16667,0,0.0,0.0,0.0,-3.904,36.9173,2.0,0,1,0,23.904,36.9173,22.36449924,85.05710242,2012-10-04 21:00:00
4/10/2012,21:15:00,192.565,38.636,13.1187,0,0.65,1.588,0,0.0,0.0,0.0,-3.904,37.9493,2.0,0,1,0,23.816,37.9493,22.21937027,85.96723505,2012-10-04 21:15:00
4/10/2012,21:30:00,192.448,38.72,12.5813,0,0.65,1.702,0,0.0,0.0,0.0,-3.96933,38.7747,2.0,0,1,0,23.7293,38.7747,22.07566485,86.80047057,2012-10-04 21:30:00
4/10/2012,21:45:00,192.0,39.036,12.8587,0,0.65,1.33467,0,0.0,0.0,0.0,-4.03467,39.5813,2.0,0,1,0,23.664,39.5813,21.9318826,87.59954205,2012-10-04 21:45:00
4/10/2012,22:00:00,192.128,39.276,12.9233,0,0.65,1.79,0,0.0,0.0,0.0,-3.904,40.4187,2.0,0,1,0,23.5653,40.4187,21.79186502,88.35762353,2012-10-04 22:00:00
4/10/2012,22:15:00,192.693,39.4987,13.0367,0,0.65,1.38533,0,0.0,0.0,0.0,-3.83867,41.1867,2.0,0,1,0,23.5053,41.1867,21.71363129,88.82466015,2012-10-04 22:15:00
4/10/2012,22:30:00,192.48,39.7147,12.598,0,0.65,0.942,0,0.0,0.0,0.0,-3.83867,41.7413,2.0,0,1,0,23.408,41.7413,21.53075146,89.64796655,2012-10-04 22:30:00
4/10/2012,22:45:00,192.149,39.8653,13.2813,0,0.65,1.348,0,0.0,0.0,0.0,-3.96933,42.128,2.0,0,1,0,23.32,42.128,21.35955174,90.34838667,2012-10-04 22:45:00
4/10/2012,23:00:00,192.405,40.028,12.4347,0,0.65,1.61,0,0.0,0.0,0.0,-3.83867,42.4133,2.0,0,1,0,23.244,42.4133,21.23718488,90.82374662,2012-10-04 23:00:00
4/10/2012,23:15:00,192.501,40.208,13.3787,0,0.65,1.88467,0,0.0,0.0,0.0,-3.77333,42.9947,2.0,0,1,0,23.1187,42.9947,21.01242403,91.6491184,2012-10-04 23:15:00
4/10/2012,23:30:00,191.915,40.2867,13.102,0,0.65,1.97867,0,0.0,0.0,0.0,-3.64267,43.3733,2.0,0,1,0,23.056,43.3733,20.87312321,92.12605083,2012-10-04 23:30:00
4/10/2012,23:45:00,191.776,40.4827,12.94,0,0.65,1.948,0,0.0,0.0,0.0,-3.83867,43.4667,2.0,0,1,0,22.9427,43.4667,20.63778819,92.76324364,2012-10-04 23:45:00
